source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,branch_codes,branch_titles,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status,row_count_num,audit_reason,audit_decision,audit_correct_kind,audit_correct_codes,audit_notes
fsq,[Dining and Drinking > Food Stand],979,0.001229952033127043,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,979,HIGH_FREQUENCY,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
osm,shop=clothes,950,0.0011935183161089795,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:osm:shop=clothes;retrieval:strong_separated_hit,REVIEW_REQUIRED,950,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47711,Semantically defensible at the proposed PSIC hierarchy level.
overture,eyewear_store,895,0.0011244198872816175,psic,rev5,,,exact,,,category,retail sale eyewear,47,Retail Trade,EXACT,47736,47736|47712|4721|47217|47761,Retail sale of eyewear and related supplies and accessories || Retail sale of footwear || Retail sale of food || Retail sale of salt || Retail sale of pet,0.541952|0.402262|0.389575|0.365837|0.359786,0.541952,semantic:overture:store_suffix;retrieval:strong_separated_hit,REVIEW_REQUIRED,895,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47736,Semantically defensible at the proposed PSIC hierarchy level.
osm,shop=trade,869,0.0010917551754723192,psic,rev5,,,exact,,,category,retail sale trade,47,Retail Trade,SUBTREE,47,47|4721|47217|47761|47219,"Retail Trade || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.687212|0.485936|0.457609|0.450661|0.438004,0.687212,semantic:osm:shop;retrieval:strong_separated_hit,REVIEW_REQUIRED,869,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,47,Semantically defensible at the proposed PSIC hierarchy level.
fsq,[Landmarks and Outdoors > Park],761,0.000956070987956772,psic,rev5,,,exact,,,category,Landmarks and Outdoors Park,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,761,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,[Health and Medicine > Hospital > Hospital Unit],713,0.0008957669046165288,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:fsq:hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,713,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,861,Semantically defensible at the proposed PSIC hierarchy level.
osm,leisure=pitch,683,0.0008580768525288769,psic,rev5,,,exact,,,category,pitch leisure,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,683,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
osm,leisure=park,671,0.000843000831693816,psic,rev5,,,exact,,,category,park leisure,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,671,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,[Retail > Department Store],620,0.0007789277431448077,psic,rev5,,,exact,,,category,retail sale Department Store,47,Retail Trade,EXACT,47191,47191|4721|47217|47761|47219,"Retail selling in department stores || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.541361|0.364212|0.340993|0.334857|0.334592,0.541361,semantic:fsq:retail;retrieval:strong_separated_hit,REVIEW_REQUIRED,620,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47191,Semantically defensible at the proposed PSIC hierarchy level.
osm,amenity=pharmacy,608,0.0007638517223097469,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:osm:amenity=pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,608,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,4772,Semantically defensible at the proposed PSIC hierarchy level.
overture,telecommunications_company,542,0.0006809336077169125,psic,rev5,,,exact,,,category,telecommunications company,,,SUBTREE,61,61|619|61900|6190|61201,"Telecommunications || Other telecommunication activities || Other telecommunication activities || Other telecommunication activities || Intermediation services for wired, wireless and satellite telecommunications activities",0.732904|0.272593|0.272593|0.272593|0.267938,0.732904,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,542,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,61,Semantically defensible at the proposed PSIC hierarchy level.
osm,man_made=bridge,495,0.0006218858594462577,psic,rev5,,,exact,,,category,bridge man made,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,495,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
overture,beach,478,0.0006005281632632549,psic,rev5,,,exact,,,category,beach,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,478,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
overture,department_store,437,0.0005490184254101306,psic,rev5,,,exact,,,category,retail sale department,47,Retail Trade,EXACT,47191,47191|4721|47217|47761|47219,"Retail selling in department stores || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.511891|0.380002|0.356460|0.350377|0.346930,0.511891,semantic:overture:store_suffix;retrieval:strong_separated_hit,REVIEW_REQUIRED,437,HIGH_FREQUENCY,CORRECT,EXACT,47191,Semantically defensible at the proposed PSIC hierarchy level.
fsq,[Business and Professional Services > Food and Beverage Service],378,0.000474894656304415,psic,rev5,,,exact,,,category,Business and Professional Services Food and Beverage Service,,,SUBTREE,56,56|5640|564|56400|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,0.667610|0.478721|0.478721|0.478721|0.249419,0.667610,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,378,HIGH_FREQUENCY,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
overture,architectural_designer,362,0.0004547932951910006,psic,rev5,,,exact,,,category,architectural designer,,,EXACT,71101,71101|7110|711|71109|71,"Architectural consulting activities || Architectural and engineering, and related technical consultancy activities || Architectural and engineering, and related technical consultancy activities || Architectural and engineering and related technical consultancy activities, n.e.c. || Architectural and Engineering Activities; Technical Testing and Analysis",0.537116|0.360967|0.360967|0.358059|0.341465,0.537116,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,362,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,71101,Semantically defensible at the proposed PSIC hierarchy level.
fsq,[Dining and Drinking > Dessert Shop > Cupcake Shop],359,0.00045102428998223545,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,359,HIGH_FREQUENCY,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,[Landmarks and Outdoors > Bridge],340,0.0004271539236600558,psic,rev5,,,exact,,,category,Landmarks and Outdoors Bridge,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,340,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,[Dining and Drinking > Dessert Shop > Frozen Yogurt Shop],323,0.000405796227477053,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,323,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
overture,pharmaceutical_company,321,0.00040328355733787626,psic,rev5,,,exact,,,category,pharmaceutical company,,,SUBTREE,21,21|21003|2100|210|21009,"Manufacture of Basic Pharmaceutical Products and Pharmaceutical Preparations || Preparation of botanical products for pharmaceutical use || Manufacture of pharmaceuticals, medicinal chemical and botanical products || Manufacture of pharmaceuticals, medicinal chemical and botanical products || Manufacture of pharmaceuticals, medicinal chemical and botanical products, n.e.c",0.453953|0.321000|0.189870|0.189870|0.182189,0.453953,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,321,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,A generic pharmaceutical company need not be a manufacturer; manufacturing branch 21 is only one possibility.
fsq,['Retail > Fashion Retail > Children\'s Clothing Store'],318,0.00039951455212911105,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,318,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47711,Semantically defensible at the proposed PSIC hierarchy level.
osm,shop=pet,301,0.00037815685594610825,psic,rev5,,,exact,,,category,retail sale pet,47,Retail Trade,EXACT,47761,47761|4776|47762|4721|47217,Retail sale of pet || Retail sale of pet and pet supplies || Retail sale of pet supplies || Retail sale of food || Retail sale of salt,0.851573|0.681373|0.662427|0.484394|0.457613,0.851573,semantic:osm:shop;retrieval:strong_separated_hit,REVIEW_REQUIRED,301,HIGH_FREQUENCY;STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,SUBTREE,4776,OSM pet shop can cover pets and supplies; the live-pet leaf is too narrow.
fsq,"[Travel and Transportation > Road > Intersection, Travel and Transportation > Road]",298,0.00037438785073734305,psic,rev5,,,exact,,,category,"Travel and Transportation Road Intersection, Travel and Transportation Road",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,298,HIGH_FREQUENCY,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,[Sports and Recreation > Racquet Sports > Tennis > Tennis Court],291,0.00036559350525022425,psic,rev5,,,exact,,,category,operation of courts for basketball volleyball badminton tennis and pickleball,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",EXACT,93112,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",0.961711,0.961711,semantic:fsq:sports_court;retrieval:strong_separated_hit,REVIEW_REQUIRED,291,HIGH_FREQUENCY,CORRECT,EXACT,93112,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Pharmacy, Retail > Drugstore]",266,0.00033418512851051427,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:fsq:retail_pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,266,HIGH_FREQUENCY,CORRECT,SUBTREE,4772,Semantically defensible at the proposed PSIC hierarchy level.
overture,souvenir_store,261,0.0003279034531625723,psic,rev5,,,exact,,,category,retail sale souvenir,47,Retail Trade,EXACT,47193,47193|4721|47217|47761|47219,"Retail sale in handicraft and souvenir products || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.553229|0.383498|0.359409|0.353115|0.351171,0.553229,semantic:overture:store_suffix;retrieval:strong_separated_hit,REVIEW_REQUIRED,261,HIGH_FREQUENCY,CORRECT,EXACT,47193,Semantically defensible at the proposed PSIC hierarchy level.
